user_id	item_id	time
32	379	427
32	380	428
32	381	429
32	382	430
32	383	431
32	384	432
32	385	433
32	386	434
32	387	435
32	388	436
32	389	437
32	390	438
32	391	439
32	392	440
32	393	441
32	394	442
32	395	443
32	396	444
32	397	445
32	398	446
32	399	447
32	400	448
32	401	449
32	402	450
32	349	451
32	403	452
32	322	453
32	318	454
32	404	455
32	238	456
32	405	457
32	162	458
32	180	459
32	406	460
32	407	461
32	408	462
32	409	463
32	410	464
32	411	465
32	412	466
32	413	467
32	414	468
32	415	469
32	416	470
32	417	471
32	418	472
32	419	473
32	420	474
32	421	475
32	422	476
32	423	477
33	425	480
33	349	481
33	426	482
33	427	483
33	428	484
33	429	485
33	430	486
33	431	487
33	419	488
33	432	489
34	349	492
34	435	493
34	436	494
34	437	495
34	438	496
34	355	497
34	439	498
34	440	499
34	356	500
34	441	501
34	85	502
35	444	505
35	445	506
35	446	507
35	447	508
35	448	509
35	449	510
35	349	511
35	450	512
35	451	513
35	452	514
35	453	515
35	454	516
36	457	519
36	458	520
36	459	521
36	460	522
36	461	523
36	462	524
36	463	525
36	464	526
36	465	527
36	466	528
36	467	529
36	468	530
36	469	531
36	470	532
37	460	535
37	473	536
37	474	537
37	475	538
37	476	539
38	478	542
38	460	543
38	479	544
38	480	545
39	483	548
39	484	549
39	485	550
39	460	551
40	98	554
40	488	555
40	489	556
40	490	557
40	491	558
40	39	559
40	492	560
40	493	561
40	494	562
40	460	563
40	495	564
40	496	565
41	498	568
41	499	569
41	500	570
42	460	573
42	502	574
42	503	575
42	504	576
42	505	577
42	506	578
42	341	579
42	507	580
43	510	583
43	511	584
43	512	585
43	513	586
43	514	587
43	515	588
43	516	589
43	517	590
44	518	593
44	519	594
44	520	595
44	521	596
44	522	597
44	460	598
44	523	599
44	524	600
44	525	601
44	526	602
44	527	603
44	528	604
44	529	605
44	530	606
44	531	607
44	532	608
44	533	609
44	534	610
44	535	611
44	343	612
44	536	613
44	537	614
44	538	615
44	539	616
44	540	617
44	541	618
44	542	619
44	543	620
44	544	621
44	545	622
44	546	623
44	547	624
44	548	625
44	549	626
44	550	627
44	272	628
44	491	629
44	551	630
44	552	631
44	553	632
44	554	633
44	555	634
44	556	635
44	557	636
44	558	637
44	559	638
44	560	639
44	561	640
44	562	641
45	565	644
45	566	645
45	460	646
45	567	647
46	460	650
46	570	651
46	571	652
47	574	655
47	460	656
47	575	657
47	576	658
47	577	659
47	578	660
48	581	663
48	582	664
48	583	665
48	460	666
49	586	669
49	587	670
49	588	671
49	460	672
49	589	673
49	581	674
49	590	675
49	591	676
49	592	677
50	595	680
50	48	681
50	596	682
50	597	683
50	598	684
50	599	685
50	460	686
50	600	687
50	601	688
50	602	689
50	603	690
50	604	691
50	605	692
50	606	693
50	607	694
50	608	695
50	272	696
50	609	697
50	610	698
50	611	699
50	477	700
50	612	701
51	614	704
51	615	705
51	616	706
51	617	707
51	618	708
51	619	709
51	620	710
52	621	713
52	460	714
52	622	715
52	419	716
52	169	717
53	460	720
53	625	721
53	626	722
53	627	723
53	608	724
53	628	725
53	629	726
54	632	729
54	633	730
54	315	731
54	150	732
54	596	733
54	634	734
54	635	735
54	636	736
54	637	737
54	638	738
54	460	739
54	639	740
54	640	741
54	641	742
54	642	743
55	460	746
55	645	747
55	646	748
55	647	749
55	648	750
55	649	751
56	652	754
56	460	755
56	447	756
56	653	757
56	654	758
56	655	759
56	656	760
56	8	761
57	460	764
57	113	765
57	658	766
57	88	767
57	659	768
58	662	771
58	663	772
58	664	773
58	72	774
58	665	775
58	666	776
58	667	777
59	666	780
59	670	781
59	671	782
59	672	783
59	673	784
60	676	787
60	677	788
60	666	789
60	678	790
60	679	791
60	680	792
61	666	795
61	683	796
61	684	797
62	687	800
62	666	801
62	688	802
62	689	803
63	692	806
63	693	807
63	694	808
63	695	809
63	696	810
63	697	811
63	698	812
63	699	813
63	371	814
63	700	815
63	701	816
63	372	817
63	702	818
63	703	819
63	383	820
63	704	821
63	705	822
63	388	823
63	706	824
63	707	825
63	708	826
63	709	827
63	710	828
63	711	829
63	398	830
63	712	831
64	666	834
64	714	835
64	715	836
64	716	837
64	717	838
64	718	839
64	471	840
65	721	843
65	722	844
65	534	845
65	723	846
65	724	847
65	725	848
65	726	849
65	666	850
66	729	853
66	730	854
66	666	855
67	733	858
67	734	859
67	735	860
67	736	861
68	738	864
68	666	865
68	739	866
68	740	867
68	741	868
69	666	871
69	744	872
69	745	873
70	747	876
70	748	877
70	749	878
70	750	879
70	751	880
70	752	881
70	753	882
70	754	883
70	755	884
70	756	885
70	757	886
70	377	887
70	758	888
70	759	889
70	760	890
70	761	891
70	762	892
70	386	893
70	763	894
70	764	895
70	388	896
70	765	897
70	766	898
70	767	899
70	768	900
70	769	901
70	770	902
70	771	903
70	772	904
70	666	905
71	666	908
71	775	909
71	776	910
72	779	913
72	198	914
72	99	915
73	781	918
73	666	919
73	782	920
73	783	921
73	784	922
73	785	923
73	786	924
74	788	927
74	789	928
74	87	929
74	790	930
74	791	931
74	792	932
74	603	933
74	793	934
75	794	937
75	795	938
75	796	939
76	666	942
76	798	943
76	799	944
77	802	947
77	666	948
77	803	949
77	804	950
78	806	953
78	807	954
78	808	955
79	666	958
79	810	959
79	811	960
79	812	961
79	813	962
79	814	963
79	815	964
79	816	965
79	817	966
79	818	967
79	819	968
79	393	969
79	820	970
79	772	971
79	821	972
79	822	973
80	532	976
80	825	977
80	666	978
80	826	979
80	827	980
80	828	981
80	829	982
80	830	983
80	626	984
80	669	985
80	831	986
80	53	987
80	832	988
80	833	989
81	835	992
81	836	993
81	837	994
81	838	995
81	839	996
81	840	997
81	841	998
81	842	999
81	843	1000
81	844	1001
81	845	1002
81	846	1003
81	847	1004
81	848	1005
81	849	1006
81	850	1007
81	851	1008
81	852	1009
81	853	1010
81	854	1011
81	855	1012
81	856	1013
81	857	1014
82	859	1017
82	745	1018
82	860	1019
82	302	1020
82	301	1021
82	861	1022
82	279	1023
82	862	1024
82	863	1025
83	866	1028
83	867	1029
83	868	1030
83	869	1031
83	745	1032
83	501	1033
83	870	1034
83	871	1035
83	872	1036
83	873	1037
83	874	1038
83	875	1039
83	876	1040
84	697	1043
84	878	1044
84	879	1045
84	752	1046
84	880	1047
84	881	1048
84	745	1049
84	882	1050
84	883	1051
85	886	1054
85	887	1055
85	508	1056
85	888	1057
85	889	1058
85	890	1059
85	891	1060
85	892	1061
85	8	1062
86	895	1065
86	896	1066
86	897	1067
86	898	1068
86	899	1069
86	669	1070
86	889	1071
87	902	1074
87	738	1075
87	879	1076
87	903	1077
87	371	1078
87	904	1079
87	905	1080
87	906	1081
87	889	1082
87	907	1083
87	908	1084
87	375	1085
87	378	1086
87	374	1087
87	909	1088
87	910	1089
87	911	1090
87	776	1091
87	912	1092
87	913	1093
87	914	1094
87	915	1095
87	916	1096
87	917	1097
87	759	1098
87	918	1099
87	919	1100
87	381	1101
87	382	1102
87	920	1103
87	921	1104
87	922	1105
87	923	1106
87	924	1107
87	385	1108
87	925	1109
87	926	1110
87	706	1111
87	707	1112
87	927	1113
87	928	1114
87	929	1115
87	930	1116
87	931	1117
87	932	1118
87	933	1119
87	934	1120
87	935	1121
87	936	1122
87	937	1123
87	938	1124
87	818	1125
87	939	1126
87	122	1127
87	400	1128
87	940	1129
87	941	1130
87	712	1131
87	942	1132
87	943	1133
87	944	1134
87	816	1135
87	398	1136
87	945	1137
87	946	1138
87	947	1139
87	948	1140
87	949	1141
87	950	1142
87	951	1143
87	952	1144
87	953	1145
87	954	1146
88	956	1149
88	884	1150
88	957	1151
88	958	1152
88	817	1153
88	768	1154
88	959	1155
88	395	1156
88	960	1157
88	961	1158
88	889	1159
88	900	1160
89	907	1163
89	889	1164
89	964	1165
89	965	1166
90	968	1169
90	969	1170
90	970	1171
90	971	1172
90	889	1173
90	972	1174
90	973	1175
90	974	1176
91	976	1179
91	977	1180
91	978	1181
91	345	1182
92	789	1185
92	889	1186
92	980	1187
92	981	1188
92	982	1189
92	263	1190
92	442	1191
92	983	1192
92	900	1193
93	985	1196
93	986	1197
93	889	1198
93	987	1199
93	988	1200
93	989	1201
93	990	1202
93	991	1203
93	624	1204
94	218	1207
94	889	1208
94	444	1209
94	994	1210
94	995	1211
94	996	1212
94	997	1213
94	998	1214
94	999	1215
94	1000	1216
94	1001	1217
94	1002	1218
94	1003	1219
94	1004	1220
94	1005	1221
94	1006	1222
94	1007	1223
94	1008	1224
94	1009	1225
95	1011	1228
95	1012	1229
95	1013	1230
95	1014	1231
95	1015	1232
95	1016	1233
95	1017	1234
95	1018	1235
95	1019	1236
95	1020	1237
95	1021	1238
95	1022	1239
95	978	1240
95	1023	1241
95	364	1242
95	1024	1243
95	1025	1244
95	1026	1245
95	1027	1246
95	1028	1247
95	1029	1248
95	1030	1249
95	889	1250
95	1031	1251
95	1032	1252
96	1035	1255
96	1036	1256
96	889	1257
96	1037	1258
96	1008	1259
96	1038	1260
96	1039	1261
96	1040	1262
96	1041	1263
96	1042	1264
96	159	1265
96	1043	1266
96	1044	1267
96	1045	1268
96	525	1269
96	1046	1270
96	177	1271
96	1047	1272
96	1048	1273
96	1016	1274
96	904	1275
96	1049	1276
96	1050	1277
96	1051	1278
96	1052	1279
96	1053	1280
96	374	1281
96	1054	1282
96	1055	1283
96	1056	1284
96	376	1285
96	372	1286
96	1057	1287
96	1058	1288
96	919	1289
96	1059	1290
96	378	1291
96	1060	1292
96	1061	1293
96	915	1294
96	1062	1295
96	384	1296
96	1063	1297
96	383	1298
96	375	1299
96	385	1300
96	386	1301
96	1064	1302
96	388	1303
96	705	1304
96	1065	1305
96	926	1306
96	1066	1307
96	706	1308
96	1067	1309
96	707	1310
96	764	1311
96	1068	1312
96	1069	1313
96	1070	1314
96	1071	1315
96	943	1316
96	1072	1317
96	1073	1318
96	940	1319
96	1074	1320
96	817	1321
96	710	1322
96	398	1323
96	399	1324
96	958	1325
96	1075	1326
96	394	1327
96	816	1328
96	820	1329
96	711	1330
96	1076	1331
96	1077	1332
97	889	1335
97	1080	1336
97	1081	1337
98	510	1340
98	1084	1341
98	1085	1342
99	1087	1345
99	1088	1346
99	900	1347
99	1089	1348
99	1090	1349
99	1091	1350
100	1093	1353
100	1094	1354
100	1095	1355
100	1096	1356
100	521	1357
100	1097	1358
100	1015	1359
100	1098	1360
100	1099	1361
100	20	1362
100	523	1363
101	964	1366
101	900	1367
101	1101	1368
101	1018	1369
101	1019	1370
101	1102	1371
101	1103	1372
101	1104	1373
101	1105	1374
102	1108	1377
102	1109	1378
102	1110	1379
102	1111	1380
102	80	1381
102	1112	1382
102	1113	1383
102	1114	1384
102	1115	1385
102	1116	1386
102	1117	1387
102	1118	1388
102	1119	1389
102	333	1390
102	1120	1391
102	494	1392
103	1122	1395
103	1123	1396
103	876	1397
103	1111	1398
103	658	1399
103	1124	1400
103	621	1401
103	1109	1402
103	1125	1403
104	1127	1406
104	1128	1407
104	1129	1408
104	1130	1409
104	1131	1410
104	1109	1411
105	1133	1414
105	1134	1415
105	1135	1416
105	1136	1417
105	1137	1418
105	1138	1419
105	1109	1420
106	1140	1423
106	1109	1424
106	1141	1425
106	1142	1426
106	491	1427
106	1143	1428
106	1144	1429
106	1145	1430
106	1146	1431
106	1147	1432
106	1148	1433
107	1150	1436
107	374	1437
107	1109	1438
107	1151	1439
107	415	1440
108	1153	1443
108	1154	1444
108	1155	1445
108	1156	1446
108	1157	1447
108	1158	1448
108	1159	1449
108	1044	1450
108	1160	1451
108	366	1452
108	1161	1453
108	1162	1454
108	1163	1455
108	904	1456
108	1164	1457
108	1165	1458
108	1166	1459
108	1167	1460
108	1168	1461
108	376	1462
108	1169	1463
108	911	1464
108	375	1465
108	378	1466
108	1170	1467
108	1171	1468
108	915	1469
108	1062	1470
108	1172	1471
108	1059	1472
108	384	1473
108	1173	1474
108	1174	1475
108	916	1476
108	1175	1477
108	382	1478
108	1176	1479
108	1177	1480
108	704	1481
108	1178	1482
108	1179	1483
108	1180	1484
108	1181	1485
108	1182	1486
108	1109	1487
109	1183	1490
109	1109	1491
109	1184	1492
109	1185	1493
110	1109	1496
110	790	1497
110	1186	1498
110	1187	1499
110	1086	1500
110	657	1501
110	1188	1502
111	1190	1505
111	1111	1506
111	1191	1507
111	1192	1508
111	1193	1509
111	270	1510
111	1194	1511
111	1195	1512
111	1196	1513
111	1197	1514
111	1198	1515
111	1199	1516
111	1200	1517
111	1201	1518
111	1202	1519
111	1203	1520
111	1109	1521
111	1204	1522
111	1205	1523
112	1109	1526
112	1023	1527
112	1208	1528
112	802	1529
113	1211	1532
113	1212	1533
113	1213	1534
114	651	1537
114	1109	1538
114	1215	1539
114	677	1540
114	1216	1541
114	1217	1542
114	1218	1543
114	1219	1544
114	1220	1545
114	1221	1546
114	1222	1547
114	1223	1548
114	1224	1549
114	1225	1550
114	1226	1551
114	1163	1552
114	701	1553
114	1227	1554
114	1228	1555
114	1229	1556
114	1230	1557
114	1231	1558
114	1232	1559
114	1233	1560
114	1234	1561
114	1235	1562
114	775	1563
114	1236	1564
114	1237	1565
114	338	1566
115	1240	1569
115	453	1570
115	1241	1571
115	1109	1572
115	1242	1573
116	1244	1576
116	1245	1577
116	1246	1578
116	1109	1579
117	1109	1582
117	1249	1583
117	1250	1584
117	272	1585
117	53	1586
117	333	1587
118	1253	1590
118	1254	1591
118	1255	1592
118	1256	1593
118	1257	1594
118	1258	1595
118	1259	1596
118	1260	1597
118	1127	1598
118	1261	1599
118	1262	1600
118	381	1601
118	1263	1602
118	1264	1603
118	1265	1604
118	1266	1605
118	1267	1606
118	1268	1607
118	1269	1608
118	1270	1609
118	1271	1610
118	1272	1611
118	1273	1612
118	1274	1613
119	1276	1616
119	1277	1617
119	1278	1618
119	1279	1619
119	1280	1620
119	1281	1621
119	1282	1622
119	1283	1623
119	1284	1624
119	1285	1625
119	1286	1626
119	894	1627
119	1287	1628
119	1288	1629
119	1289	1630
119	1109	1631
119	1290	1632
119	1291	1633
119	576	1634
119	540	1635
119	1292	1636
119	648	1637
119	1293	1638
119	1294	1639
119	1295	1640
119	1296	1641
119	140	1642
119	714	1643
119	978	1644
119	1297	1645
119	1298	1646
119	1299	1647
119	554	1648
120	1109	1651
120	1302	1652
120	1303	1653
120	1304	1654
121	1109	1657
121	657	1658
121	1307	1659
121	1111	1660
121	1308	1661
121	511	1662
122	1109	1665
122	1098	1666
122	95	1667
122	1310	1668
122	1311	1669
122	1312	1670
122	1313	1671
122	1314	1672
122	1152	1673
123	1109	1676
123	1315	1677
123	1316	1678
124	1319	1681
124	1109	1682
124	1320	1683
125	1109	1686
125	1323	1687
125	1324	1688
125	1325	1689
126	1326	1692
126	1126	1693
126	494	1694
126	1327	1695
126	1109	1696
126	1328	1697
126	1329	1698
126	1330	1699
126	1331	1700
126	102	1701
126	1332	1702
126	1333	1703
127	39	1706
127	1093	1707
127	830	1708
128	1109	1711
128	453	1712
128	1337	1713
129	1109	1716
129	1339	1717
129	1340	1718
129	158	1719
129	1341	1720
129	1240	1721
129	1342	1722
129	1343	1723
129	1344	1724
129	1345	1725
130	1347	1728
130	1348	1729
130	1349	1730
130	1350	1731
130	1109	1732
130	1351	1733
131	37	1736
131	1353	1737
131	1109	1738
131	1354	1739
131	1355	1740
132	1109	1743
132	1358	1744
132	1359	1745
132	1360	1746
132	1361	1747
132	11	1748
132	1362	1749
132	1363	1750
132	1364	1751
132	1365	1752
132	1366	1753
132	1367	1754
132	1368	1755
132	616	1756
132	1369	1757
132	1370	1758
132	1371	1759
132	181	1760
132	1372	1761
133	92	1764
133	743	1765
133	1375	1766
134	1377	1769
134	1378	1770
134	1379	1771
134	1109	1772
135	1381	1775
135	1109	1776
135	1382	1777
136	1384	1780
136	1284	1781
136	1385	1782
136	693	1783
136	1386	1784
136	1387	1785
136	1388	1786
136	1389	1787
136	1390	1788
136	1391	1789
136	1392	1790
136	1393	1791
136	1394	1792
136	1395	1793
136	1396	1794
136	61	1795
136	85	1796
136	1397	1797
136	1398	1798
136	1399	1799
136	1122	1800
136	1400	1801
136	1401	1802
136	1402	1803
136	1403	1804
136	1404	1805
136	1405	1806
136	1016	1807
136	1163	1808
136	1406	1809
136	1407	1810
136	1049	1811
136	1224	1812
136	371	1813
136	1408	1814
136	1165	1815
136	1409	1816
136	1410	1817
136	1411	1818
136	908	1819
136	377	1820
136	759	1821
136	373	1822
136	1054	1823
136	1412	1824
136	913	1825
136	372	1826
136	776	1827
136	1053	1828
136	1173	1829
136	912	1830
136	1170	1831
136	915	1832
136	378	1833
136	374	1834
136	704	1835
136	928	1836
136	925	1837
136	929	1838
136	930	1839
136	1109	1840
136	706	1841
136	1413	1842
136	1414	1843
136	935	1844
136	1415	1845
136	943	1846
136	1235	1847
136	936	1848
136	939	1849
136	1416	1850
136	1417	1851
136	1418	1852
136	823	1853
136	824	1854
136	1419	1855
136	1238	1856
136	1420	1857
136	1421	1858
136	1422	1859
136	1423	1860
137	1425	1863
137	1426	1864
137	1427	1865
137	1428	1866
137	1429	1867
137	1430	1868
137	1431	1869
137	1432	1870
137	1433	1871
137	1434	1872
137	1109	1873
137	1435	1874
137	191	1875
137	1436	1876
137	1437	1877
137	1438	1878
138	1109	1881
138	1441	1882
138	1442	1883
138	1443	1884
139	1446	1887
139	1447	1888
139	1094	1889
139	1448	1890
139	511	1891
139	1449	1892
140	1201	1895
140	1451	1896
140	1446	1897
141	685	1900
141	65	1901
141	1109	1902
141	1452	1903
141	1453	1904
142	1109	1907
142	1455	1908
142	651	1909
142	1027	1910
142	1456	1911
142	1457	1912
142	657	1913
142	1458	1914
142	1297	1915
142	1459	1916
142	851	1917
143	1109	1920
143	1462	1921
143	988	1922
143	1463	1923
143	1464	1924
143	1465	1925
143	554	1926
144	278	1929
144	1109	1930
144	1467	1931
144	1468	1932
145	6	1935
145	1470	1936
145	1471	1937
145	1112	1938
145	1109	1939
145	1472	1940
145	545	1941
146	1475	1944
146	1476	1945
146	1477	1946
146	494	1947
146	1478	1948
146	20	1949
146	1201	1950
146	1479	1951
146	1109	1952
146	319	1953
146	1112	1954
146	1480	1955
146	1134	1956
146	1356	1957
146	1481	1958
147	519	1961
147	1350	1962
147	1483	1963
147	1109	1964
147	1484	1965
148	1109	1968
148	1486	1969
148	1487	1970
148	1046	1971
149	105	1974
149	1490	1975
149	99	1976
149	1491	1977
149	1109	1978
149	1492	1979
150	1109	1982
150	1495	1983
150	1496	1984
151	1499	1987
151	1500	1988
151	1501	1989
151	1502	1990
151	1503	1991
151	1109	1992
151	1504	1993
151	1505	1994
151	1506	1995
151	1507	1996
151	1508	1997
151	1509	1998
151	1510	1999
151	1511	2000
151	1512	2001
151	1513	2002
151	844	2003
151	271	2004
151	1514	2005
151	1515	2006
152	645	2009
152	1109	2010
152	1516	2011
152	1517	2012
152	1518	2013
152	1458	2014
152	1519	2015
152	1520	2016
153	1523	2019
153	1120	2020
153	1524	2021
153	106	2022
153	286	2023
153	1525	2024
154	1528	2027
154	1529	2028
154	1530	2029
155	1531	2032
155	1532	2033
155	1533	2034
155	1534	2035
155	579	2036
155	1535	2037
155	1536	2038
155	1525	2039
155	271	2040
155	1537	2041
156	1539	2044
156	1540	2045
156	1541	2046
156	1342	2047
156	1542	2048
156	1474	2049
156	1525	2050
156	1543	2051
156	1544	2052
156	482	2053
156	1545	2054
156	1546	2055
156	1547	2056
156	1548	2057
156	1549	2058
157	1129	2061
157	1525	2062
157	1552	2063
157	1389	2064
157	255	2065
157	1092	2066
157	1553	2067
157	1138	2068
157	1554	2069
157	775	2070
157	1555	2071
157	1556	2072
157	834	2073
157	1452	2074
157	1557	2075
157	1558	2076
157	1559	2077
157	1560	2078
158	1563	2081
158	1564	2082
158	1565	2083
158	550	2084
158	1566	2085
158	34	2086
159	1564	2089
159	1569	2090
159	1570	2091
159	1571	2092
160	1564	2095
160	1572	2096
160	1573	2097
160	1117	2098
161	1564	2101
161	1576	2102
161	1577	2103
161	1578	2104
161	1579	2105
161	1580	2106
161	1581	2107
161	659	2108
161	1582	2109
162	1585	2112
162	1564	2113
162	195	2114
162	1586	2115
162	1587	2116
163	1589	2119
163	1590	2120
163	1591	2121
163	1592	2122
163	1455	2123
163	1593	2124
163	1594	2125
163	478	2126
164	321	2129
164	1596	2130
164	1597	2131
164	1598	2132
164	851	2133
164	1564	2134
164	1599	2135
165	1602	2138
165	1564	2139
165	1603	2140
166	1606	2143
166	1564	2144
166	842	2145
166	1607	2146
166	1608	2147
166	1609	2148
166	1610	2149
166	1611	2150
166	1612	2151
166	1613	2152
166	1614	2153
166	1615	2154
166	1616	2155
166	474	2156
166	1617	2157
166	1618	2158
166	838	2159
166	1473	2160
166	1619	2161
166	1620	2162
166	1621	2163
167	1564	2166
167	1623	2167
167	1624	2168
168	139	2171
168	1626	2172
168	1627	2173
168	1628	2174
168	1629	2175
168	1630	2176
168	1631	2177
168	687	2178
168	1632	2179
168	539	2180
168	1564	2181
168	1633	2182
168	1634	2183
168	1635	2184
168	1636	2185
168	1637	2186
168	1638	2187
168	1351	2188
168	1087	2189
168	1639	2190
168	1640	2191
168	1641	2192
168	1642	2193
168	1643	2194
168	1644	2195
168	1645	2196
168	1646	2197
168	1647	2198
168	1648	2199
168	1649	2200
168	1650	2201
168	1651	2202
169	176	2205
169	1654	2206
169	1655	2207
169	1532	2208
169	1656	2209
169	1657	2210
169	1081	2211
169	1658	2212
169	1659	2213
169	1660	2214
169	1661	2215
169	1662	2216
169	1663	2217
169	1034	2218
169	1664	2219
169	1665	2220
169	1666	2221
169	333	2222
169	1667	2223
169	1668	2224
169	1669	2225
169	594	2226
169	1670	2227
169	1671	2228
169	847	2229
169	1672	2230
169	1673	2231
169	1674	2232
169	1675	2233
169	1676	2234
169	1677	2235
169	1678	2236
169	1564	2237
169	1679	2238
169	1680	2239
169	1681	2240
169	1682	2241
170	1685	2244
170	1089	2245
170	473	2246
170	1405	2247
170	1279	2248
170	72	2249
170	1686	2250
171	1564	2253
171	1688	2254
171	1689	2255
171	378	2256
172	1690	2259
172	1691	2260
172	1564	2261
172	1692	2262
172	1693	2263
172	775	2264
172	1694	2265
172	1695	2266
172	1126	2267
172	1696	2268
172	1697	2269
173	1564	2272
173	1700	2273
173	494	2274
173	1701	2275
173	1622	2276
173	1702	2277
173	1703	2278
173	609	2279
173	1475	2280
174	1706	2283
174	1707	2284
174	1708	2285
174	1709	2286
174	511	2287
174	532	2288
174	709	2289
174	1710	2290
174	1711	2291
174	1712	2292
174	1713	2293
174	1564	2294
175	1564	2297
175	1716	2298
175	1717	2299
175	1718	2300
175	1138	2301
175	1719	2302
176	1721	2305
176	1564	2306
176	20	2307
176	1722	2308
176	1723	2309
176	1724	2310
176	1725	2311
177	1488	2314
177	1727	2315
177	1618	2316
177	1728	2317
178	1730	2320
178	37	2321
178	1731	2322
178	1732	2323
178	1733	2324
178	1734	2325
178	1564	2326
178	1644	2327
178	844	2328
178	374	2329
179	528	2332
179	1735	2333
179	1736	2334
179	1737	2335
179	1738	2336
179	1739	2337
179	1460	2338
179	1740	2339
179	1741	2340
179	1742	2341
179	1743	2342
179	1744	2343
179	1745	2344
179	588	2345
179	1746	2346
179	1747	2347
179	1384	2348
179	717	2349
179	1748	2350
179	1749	2351
179	1750	2352
179	575	2353
179	1505	2354
179	1751	2355
179	696	2356
179	1752	2357
179	1753	2358
179	1754	2359
179	1190	2360
